T;Ax;Ay;Az;CLASS
363201.00;-0.01;0.04;1.01;
363251.00;-0.03;0.06;1.02;
363300.00;-0.02;0.05;1.03;
363352.00;-0.02;0.05;1.02;
363400.00;-0.02;0.04;1.02;
363451.00;-0.03;0.05;1.03;
363500.00;-0.02;0.05;1.02;
363551.00;-0.01;0.06;1.03;
363600.00;-0.01;0.06;1.03;
363651.00;-0.02;0.04;1.02;
363701.00;-0.01;0.05;1.03;
363751.00;-0.02;0.06;1.02;
363818.00;-0.00;0.05;1.02;
363867.00;-0.03;0.05;1.02;
363917.00;-0.02;0.04;1.02;
363968.00;-0.02;0.06;1.02;
364019.00;-0.02;0.06;1.03;
364067.00;-0.03;0.05;1.02;
364117.00;-0.02;0.04;1.02;
364167.00;-0.02;0.06;1.03;
364218.00;-0.01;0.05;1.03;
364267.00;-0.02;0.05;1.01;
364318.00;-0.01;0.05;1.02;
364367.00;-0.01;0.03;1.03;
364418.00;-0.02;0.04;1.01;
364466.00;-0.02;0.05;1.02;
364517.00;-0.01;0.05;1.03;
364568.00;-0.02;0.05;1.01;
364633.00;-0.02;0.05;1.02;
364684.00;-0.01;0.04;1.03;
364734.00;-0.03;0.05;1.03;
364785.00;-0.01;0.05;1.02;
364834.00;-0.03;0.05;1.02;
364884.00;-0.02;0.06;1.02;
364933.00;-0.01;0.05;1.02;
364983.00;-0.02;0.04;1.02;
365034.00;-0.02;0.05;1.03;
365084.00;-0.02;0.04;1.02;
365132.00;-0.02;0.07;1.01;
365183.00;-0.03;0.05;1.02;
365234.00;-0.04;0.04;1.03;
365284.00;-0.00;0.06;1.03;
365333.00;-0.02;0.04;1.03;
365383.00;-0.02;0.06;1.02;
365450.00;-0.02;0.06;1.01;
365500.00;-0.02;0.05;1.02;
365550.00;-0.03;0.04;1.02;
365601.00;-0.01;0.06;1.03;
365650.00;-0.02;0.06;1.02;
365700.00;-0.01;0.04;1.02;
365750.00;-0.01;0.05;1.01;
365799.00;-0.00;0.05;1.02;
365850.00;-0.02;0.05;1.02;
365899.00;-0.01;0.04;1.03;
365949.00;-0.01;0.05;1.03;
365998.00;-0.02;0.06;1.02;
366051.00;-0.02;0.05;1.03;
366099.00;-0.01;0.04;1.03;
366150.00;-0.03;0.04;1.02;
366199.00;-0.02;0.05;1.03;
366266.00;-0.02;0.05;1.03;
366315.00;-0.02;0.06;1.01;
366364.00;-0.01;0.05;1.03;
366416.00;-0.01;0.05;1.03;
366465.00;-0.02;0.04;1.00;
366515.00;-0.02;0.05;1.02;
366566.00;0.00;0.09;1.03;
366616.00;-0.03;0.05;1.03;
366665.00;-0.02;0.04;1.02;
366715.00;-0.02;0.05;1.03;
366766.00;-0.02;0.04;1.03;
366815.00;-0.02;0.04;1.02;
366864.00;-0.00;0.05;1.03;
366917.00;-0.04;0.05;1.02;
366967.00;-0.00;0.04;1.03;
367020.00;0.00;0.05;1.03;
367065.00;-0.02;0.04;1.03;
367117.00;-0.01;0.06;1.03;
367181.00;-0.01;0.05;1.03;
367233.00;-0.02;0.06;1.02;
367283.00;-0.01;0.04;1.02;
367332.00;-0.02;0.05;1.01;
367382.00;-0.02;0.05;1.03;
367431.00;-0.03;0.04;1.02;
367481.00;-0.01;0.04;1.03;
367531.00;-0.02;0.05;1.03;
367581.00;-0.02;0.06;1.03;
367630.00;-0.02;0.05;1.02;
367681.00;-0.02;0.05;1.03;
367731.00;-0.02;0.05;1.03;
367781.00;-0.02;0.06;1.02;
367831.00;-0.01;0.05;1.03;
367882.00;-0.03;0.04;1.03;
367948.00;-0.02;0.06;1.03;
367997.00;-0.01;0.05;1.03;
368048.00;-0.01;0.05;1.02;
368099.00;-0.03;0.05;1.02;
368148.00;-0.02;0.05;1.02;
368198.00;-0.02;0.05;1.02;
368248.00;-0.02;0.05;1.03;
368298.00;-0.02;0.06;1.01;
368350.00;-0.03;0.07;1.00;
368397.00;-0.02;0.05;1.03;
368450.00;-0.02;0.04;1.01;
368496.00;-0.02;0.06;1.01;
368549.00;-0.01;0.05;1.02;
368596.00;-0.02;0.05;1.02;
368646.00;-0.02;0.05;1.03;
368697.00;-0.03;0.06;1.02;
368764.00;-0.02;0.05;1.03;
368816.00;-0.03;0.06;1.02;
368864.00;-0.02;0.06;1.01;
368914.00;-0.01;0.07;1.02;
368964.00;-0.01;0.05;1.02;
369014.00;-0.01;0.04;1.03;
369062.00;-0.02;0.05;1.02;
369114.00;-0.02;0.05;1.02;
369162.00;-0.02;0.04;1.02;
369215.00;-0.01;0.04;1.03;
369263.00;-0.02;0.05;1.02;
369313.00;-0.03;0.07;1.02;
369364.00;-0.01;0.04;1.02;
369413.00;-0.01;0.05;1.03;
369465.00;-0.01;0.05;1.02;
369513.00;-0.01;0.04;1.03;
369563.00;-0.01;0.05;1.02;
369629.00;-0.02;0.05;1.03;
369681.00;-0.02;0.06;1.02;
369730.00;-0.03;0.05;1.03;
369781.00;-0.03;0.05;1.02;
369829.00;-0.02;0.05;1.01;
369881.00;-0.02;0.05;1.02;
369930.00;-0.03;0.05;1.02;
369979.00;-0.02;0.06;1.03;
370030.00;-0.02;0.05;1.01;
370081.00;-0.01;0.04;1.04;
370130.00;-0.02;0.05;1.02;
370183.00;-0.01;0.05;1.02;
370230.00;-0.02;0.05;1.02;
370280.00;-0.03;0.06;1.02;
370330.00;-0.01;0.05;1.03;
370381.00;-0.02;0.05;1.02;
370430.00;-0.01;0.06;1.02;
370495.00;-0.02;0.05;1.02;
370546.00;-0.02;0.04;1.02;
370596.00;-0.02;0.06;1.02;
370647.00;-0.02;0.04;1.02;
370695.00;-0.03;0.05;1.03;
370746.00;-0.01;0.05;1.03;
370794.00;-0.02;0.04;1.02;
370846.00;-0.02;0.05;1.02;
370893.00;-0.03;0.05;1.01;
370945.00;-0.01;0.05;1.02;
370995.00;-0.01;0.05;1.03;
371047.00;-0.02;0.05;1.02;
371096.00;-0.02;0.06;1.03;
371148.00;-0.01;0.06;1.04;
371195.00;-0.02;0.05;1.03;
371247.00;-0.03;0.05;1.02;
371312.00;-0.01;0.05;1.02;
371361.00;-0.02;0.05;1.03;
371411.00;-0.02;0.04;1.02;
371462.00;-0.02;0.05;1.02;
371512.00;-0.02;0.05;1.02;
371562.00;-0.02;0.06;1.01;
371613.00;-0.02;0.04;1.01;
371663.00;-0.01;0.05;1.02;
371712.00;-0.02;0.04;1.03;
371761.00;-0.02;0.05;1.02;
371810.00;-0.03;0.05;1.02;
371860.00;-0.02;0.05;1.03;
371910.00;-0.02;0.05;1.03;
371960.00;-0.01;0.05;1.03;
372012.00;-0.02;0.05;1.02;
372077.00;-0.02;0.05;1.03;
372126.00;-0.02;0.06;1.03;
372177.00;-0.02;0.05;1.02;
372227.00;-0.02;0.05;1.02;
372277.00;-0.02;0.06;1.03;
372326.00;-0.02;0.05;1.02;
372377.00;-0.02;0.06;1.03;
372426.00;-0.02;0.04;1.03;
372476.00;-0.02;0.05;1.02;
372527.00;-0.01;0.05;1.02;
372576.00;-0.01;0.04;1.02;
372627.00;-0.02;0.05;1.02;
372676.00;-0.02;0.05;1.03;
372725.00;-0.02;0.04;1.03;
372778.00;-0.02;0.06;1.02;
372826.00;-0.01;0.06;1.01;
372878.00;-0.03;0.06;1.02;
372943.00;-0.02;0.04;1.03;
372992.00;-0.01;0.06;1.03;
373043.00;-0.03;0.06;1.02;
373092.00;-0.02;0.04;1.02;
373142.00;-0.01;0.06;1.04;
373192.00;-0.02;0.06;1.03;
373243.00;-0.01;0.05;1.01;
373292.00;-0.02;0.06;1.02;
373342.00;-0.02;0.04;1.02;
373393.00;-0.03;0.06;1.01;
373443.00;-0.02;0.06;1.03;
373491.00;-0.02;0.05;1.02;
373545.00;-0.01;0.04;1.02;
373593.00;-0.02;0.05;1.03;
373644.00;-0.01;0.05;1.02;
373694.00;-0.02;0.05;1.02;
373745.00;-0.03;0.05;1.03;
373795.00;-0.02;0.05;1.02;
373861.00;-0.02;0.05;1.02;
373912.00;-0.02;0.04;1.03;
373961.00;-0.02;0.06;1.02;
374011.00;-0.02;0.05;1.02;
374060.00;-0.03;0.05;1.01;
374110.00;-0.03;0.05;1.02;
374160.00;-0.02;0.06;1.02;
374211.00;-0.02;0.04;1.02;
374258.00;-0.02;0.04;1.02;
374309.00;-0.02;0.06;1.03;
374359.00;-0.03;0.05;1.02;
374408.00;-0.02;0.04;1.01;
374458.00;-0.03;0.05;1.02;
374510.00;-0.03;0.04;1.02;
374575.00;-0.03;0.06;1.03;
374624.00;-0.03;0.05;1.03;
374675.00;-0.02;0.06;1.02;
374725.00;-0.01;0.05;1.02;
374775.00;-0.02;0.05;1.03;
374824.00;-0.03;0.05;1.02;
374875.00;-0.02;0.04;1.03;
374924.00;-0.01;0.06;1.02;
374976.00;-0.01;0.05;1.02;
375025.00;-0.01;0.05;1.01;
375074.00;-0.01;0.05;1.02;
375124.00;-0.01;0.06;1.02;
375174.00;-0.03;0.05;1.02;
375224.00;-0.02;0.04;1.02;
375274.00;-0.01;0.04;1.03;
375325.00;-0.02;0.06;1.02;
375391.00;-0.02;0.04;1.03;
375441.00;-0.03;0.05;1.03;
375490.00;-0.03;0.05;1.02;
375541.00;-0.02;0.05;1.01;
375590.00;-0.02;0.05;1.02;
375642.00;-0.01;0.06;1.02;
375692.00;-0.02;0.05;1.04;
375740.00;-0.02;0.04;1.01;
375790.00;-0.01;0.05;1.01;
375840.00;-0.02;0.04;1.02;
375890.00;-0.02;0.06;1.03;
375941.00;-0.02;0.06;1.01;
375991.00;-0.01;0.05;1.01;
376041.00;-0.02;0.06;1.02;
376090.00;-0.03;0.05;1.01;
376140.00;-0.02;0.05;1.03;
376207.00;-0.01;0.04;1.02;
376257.00;-0.02;0.04;1.02;
376307.00;-0.02;0.05;1.03;
376357.00;-0.01;0.05;1.03;
376406.00;-0.02;0.05;1.02;
376456.00;-0.01;0.05;1.03;
376506.00;-0.02;0.04;1.03;
376557.00;-0.02;0.05;1.02;
376609.00;-0.01;0.04;1.02;
376657.00;-0.01;0.04;1.02;
376707.00;-0.02;0.05;1.01;
376756.00;-0.02;0.04;1.01;
376807.00;-0.02;0.05;1.03;
376857.00;-0.02;0.05;1.02;
376907.00;-0.02;0.06;1.02;
376956.00;-0.03;0.05;1.02;
377023.00;-0.02;0.05;1.01;
377073.00;-0.02;0.06;1.02;
377123.00;-0.02;0.04;1.02;
377175.00;-0.02;0.06;1.03;
377223.00;-0.02;0.05;1.02;
377273.00;-0.03;0.05;1.03;
377322.00;-0.02;0.05;1.02;
377373.00;-0.02;0.07;1.02;
377422.00;-0.02;0.05;1.01;
377472.00;-0.02;0.05;1.03;
377524.00;-0.01;0.05;1.03;
377573.00;-0.02;0.04;1.01;
377623.00;-0.03;0.05;1.03;
377672.00;-0.02;0.06;1.03;
377722.00;-0.02;0.05;1.02;
377772.00;-0.02;0.06;1.02;
377838.00;-0.01;0.06;1.02;
377888.00;-0.01;0.05;1.02;
377939.00;-0.01;0.05;1.03;
377988.00;-0.02;0.05;1.01;
378038.00;-0.01;0.04;1.03;
378088.00;-0.01;0.04;1.03;
378140.00;-0.01;0.05;1.02;
378190.00;-0.03;0.05;1.02;
378240.00;-0.02;0.06;1.02;
378288.00;-0.02;0.06;1.02;
378339.00;-0.02;0.05;1.02;
378388.00;-0.02;0.06;1.03;
378439.00;-0.02;0.05;1.01;
378489.00;-0.03;0.05;1.03;
378539.00;-0.02;0.05;1.02;
378588.00;-0.02;0.05;1.02;
378655.00;-0.01;0.04;1.03;
378705.00;-0.02;0.05;1.02;
378755.00;-0.02;0.05;1.03;
378804.00;-0.03;0.05;1.03;
378855.00;-0.02;0.06;1.02;
378905.00;-0.02;0.05;1.02;
378955.00;-0.03;0.06;1.03;
379005.00;-0.03;0.06;1.03;
379054.00;-0.03;0.01;1.02;
379104.00;-0.02;0.07;1.02;
379153.00;-0.02;0.05;1.03;
379204.00;-0.02;0.04;1.05;
379255.00;-0.02;0.06;1.02;
379304.00;-0.02;0.05;1.03;
379353.00;-0.02;0.05;1.02;
379404.00;-0.03;0.05;1.03;
379470.00;-0.02;0.06;1.02;
379520.00;-0.01;0.05;1.02;
379570.00;-0.02;0.05;1.02;
379620.00;-0.02;0.05;1.01;
379670.00;-0.02;0.05;1.02;
379720.00;-0.02;0.06;1.02;
379770.00;-0.01;0.06;1.03;
379820.00;-0.02;0.06;1.02;
379870.00;-0.02;0.05;1.03;
379921.00;-0.02;0.05;1.01;
379971.00;-0.02;0.04;1.02;
380020.00;-0.01;0.04;1.03;
380071.00;-0.03;0.05;1.03;
380121.00;-0.03;0.06;1.02;
380170.00;-0.01;0.04;1.02;
380219.00;-0.02;0.05;1.02;
380270.00;-0.03;0.05;1.02;
380337.00;-0.01;0.04;1.02;
380387.00;-0.02;0.05;1.03;
380438.00;-0.02;0.05;1.03;
380487.00;-0.01;0.05;1.03;
380539.00;-0.02;0.04;1.03;
380587.00;-0.00;0.05;1.01;
380639.00;-0.01;0.04;1.02;
380687.00;-0.02;0.05;1.03;
380738.00;-0.02;0.04;1.03;
380787.00;-0.01;0.05;1.03;
380837.00;-0.01;0.06;1.02;
380885.00;-0.02;0.05;1.03;
380937.00;-0.00;0.05;1.03;
380986.00;-0.02;0.05;1.01;
381037.00;-0.01;0.05;1.01;
381086.00;-0.02;0.05;1.02;
381137.00;0.00;0.06;1.03;
381203.00;-0.02;0.05;1.02;
381252.00;-0.02;0.05;1.02;
381303.00;-0.01;0.06;1.02;
381352.00;-0.02;0.04;1.02;
381402.00;-0.02;0.05;1.03;
381453.00;-0.01;0.06;1.01;
381504.00;-0.02;0.05;1.02;
381554.00;-0.03;0.05;1.03;
381604.00;-0.02;0.05;1.03;
381654.00;-0.02;0.05;1.02;
381706.00;-0.02;0.05;1.02;
381752.00;-0.02;0.05;1.02;
381803.00;-0.01;0.05;1.02;
381852.00;-0.00;0.04;1.02;
381903.00;-0.03;0.05;1.03;
381953.00;-0.03;0.04;1.02;
382003.00;-0.01;0.06;1.02;
382069.00;-0.03;0.04;1.02;
382118.00;-0.03;0.05;1.02;
382170.00;-0.03;0.05;1.02;
382218.00;-0.00;0.04;1.02;
382269.00;-0.01;0.04;1.01;
382318.00;-0.02;0.06;1.01;
382371.00;-0.02;0.05;1.03;
382418.00;-0.03;0.05;1.02;
382468.00;-0.02;0.04;1.03;
382519.00;-0.03;0.05;1.03;
382569.00;-0.02;0.05;1.02;
382618.00;-0.01;0.05;1.03;
382668.00;-0.02;0.06;1.02;
382717.00;-0.01;0.06;1.02;
382768.00;-0.02;0.06;1.01;
382836.00;-0.02;0.04;1.03;
382870.00;-0.02;0.04;1.02;
382936.00;-0.02;0.04;1.02;
382984.00;-0.02;0.05;1.01;
383036.00;-0.02;0.05;1.02;
383084.00;-0.02;0.04;1.03;
383135.00;-0.02;0.04;1.02;
383184.00;-0.03;0.06;1.02;
383234.00;-0.02;0.05;1.01;
383285.00;-0.03;0.05;1.02;
383335.00;-0.02;0.05;1.03;
383383.00;-0.03;0.06;1.02;
383434.00;-0.03;0.05;1.03;
383484.00;-0.02;0.05;1.03;
383534.00;-0.02;0.06;1.02;
383601.00;-0.02;0.05;1.02;
383651.00;-0.02;0.05;1.03;
383702.00;-0.02;0.06;1.01;
383750.00;-0.02;0.05;1.03;
383802.00;-0.02;0.05;1.02;
383851.00;-0.02;0.07;1.02;
383903.00;-0.02;0.05;1.02;
383954.00;-0.02;0.06;1.02;
384000.00;-0.02;0.04;1.02;
384052.00;-0.02;0.05;1.02;
384102.00;-0.01;0.04;1.03;
384149.00;-0.02;0.05;1.02;
384202.00;-0.03;0.05;1.02;
384250.00;-0.03;0.04;1.02;
384300.00;-0.02;0.06;1.02;
384349.00;-0.01;0.06;1.03;
384400.00;-0.01;0.06;1.03;
384467.00;-0.02;0.04;1.01;
384516.00;-0.02;0.04;1.03;
384567.00;-0.02;0.06;1.03;
384616.00;-0.02;0.06;1.02;
384667.00;-0.03;0.04;1.02;
384716.00;-0.02;0.05;1.02;
384766.00;-0.02;0.05;1.01;
384816.00;-0.02;0.06;1.02;
384866.00;-0.02;0.05;1.02;
384916.00;-0.01;0.06;1.03;
384967.00;-0.02;0.06;1.02;
385017.00;-0.02;0.03;1.04;
385067.00;-0.03;0.06;1.03;
385116.00;-0.02;0.05;1.03;
385167.00;-0.01;0.04;1.02;
385216.00;-0.02;0.04;1.01;
385267.00;-0.01;0.06;1.03;
385333.00;-0.02;0.05;1.01;
385383.00;-0.02;0.06;1.02;
385434.00;-0.01;0.05;1.02;
385482.00;-0.03;0.05;1.02;
385532.00;-0.02;0.06;1.02;
385582.00;-0.03;0.05;1.03;
385632.00;-0.02;0.05;1.04;
385681.00;-0.02;0.04;1.03;
385732.00;-0.01;0.05;1.02;
385782.00;-0.02;0.06;1.01;
385832.00;-0.01;0.05;1.02;
385881.00;-0.02;0.05;1.03;
385932.00;-0.02;0.04;1.02;
385982.00;-0.03;0.05;1.02;
386032.00;-0.02;0.06;1.02;
386100.00;-0.03;0.05;1.03;
386148.00;-0.00;0.06;1.02;
386199.00;-0.02;0.06;1.03;
386249.00;-0.02;0.04;1.03;
386298.00;-0.02;0.05;1.02;
386348.00;-0.02;0.05;1.02;
386398.00;-0.01;0.05;1.02;
386448.00;-0.02;0.06;1.02;
386499.00;-0.02;0.04;1.02;
386547.00;-0.02;0.04;1.02;
386598.00;-0.01;0.05;1.01;
386647.00;-0.02;0.05;1.03;
386699.00;-0.02;0.06;1.01;
386748.00;-0.03;0.05;1.03;
386799.00;-0.01;0.05;1.03;
386847.00;-0.02;0.05;1.02;
386898.00;-0.02;0.06;1.02;
386965.00;-0.01;0.06;1.03;
387014.00;-0.02;0.05;1.03;
387065.00;-0.01;0.06;1.02;
387114.00;-0.02;0.05;1.02;
387165.00;-0.02;0.04;1.03;
387214.00;-0.02;0.05;1.03;
387264.00;-0.03;0.04;1.02;
387315.00;-0.02;0.05;1.03;
387364.00;-0.02;0.06;1.02;
387413.00;-0.01;0.05;1.02;
387464.00;-0.02;0.05;1.02;
387514.00;-0.02;0.04;1.02;
387564.00;-0.02;0.05;1.02;
387614.00;-0.01;0.05;1.03;
387663.00;-0.01;0.05;1.03;
387715.00;-0.02;0.05;1.04;
387781.00;-0.01;0.05;1.02;
387831.00;-0.01;0.06;1.02;
387880.00;-0.03;0.05;1.03;
387932.00;-0.01;0.05;1.03;
387979.00;-0.02;0.04;1.03;
388031.00;-0.02;0.06;1.02;
388080.00;-0.01;0.06;1.02;
388131.00;-0.01;0.05;1.02;
388180.00;-0.03;0.08;1.02;
388231.00;-0.03;0.05;1.01;
388280.00;-0.02;0.04;1.01;
388331.00;-0.01;0.06;1.03;
388381.00;-0.03;0.03;1.03;
388430.00;-0.02;0.06;1.02;
388480.00;-0.02;0.05;1.04;
388530.00;-0.01;0.05;1.02;
388581.00;-0.02;0.05;1.02;
388647.00;-0.02;0.04;1.02;
388697.00;-0.02;0.04;1.03;
388748.00;-0.01;0.05;1.02;
388800.00;-0.03;0.05;1.02;
388848.00;-0.02;0.04;1.03;
388900.00;-0.01;0.06;1.02;
388949.00;-0.03;0.06;1.02;
388999.00;-0.02;0.05;1.02;
389046.00;-0.02;0.05;1.02;
389098.00;-0.02;0.05;1.02;
389146.00;-0.02;0.05;1.02;
389198.00;-0.01;0.05;1.04;
389248.00;-0.02;0.06;1.02;
389299.00;-0.02;0.04;1.04;
389348.00;-0.00;0.05;1.03;
389398.00;-0.02;0.03;1.04;
389466.00;-0.03;0.06;1.03;
389515.00;-0.02;0.05;1.03;
389565.00;-0.01;0.05;1.04;
389614.00;-0.03;0.05;1.03;
389666.00;-0.02;0.05;1.01;
389715.00;-0.03;0.05;1.02;
389765.00;-0.02;0.06;1.02;
389812.00;-0.02;0.05;1.03;
389864.00;-0.01;0.06;1.02;
389913.00;-0.02;0.06;1.03;
389962.00;-0.01;0.05;1.01;
390014.00;-0.02;0.06;1.03;
390063.00;-0.01;0.03;1.01;
390112.00;-0.01;0.06;1.03;
390164.00;-0.02;0.05;1.03;
390214.00;-0.01;0.06;1.03;
390265.00;-0.01;0.04;1.02;
390329.00;-0.02;0.05;1.03;
390379.00;-0.02;0.05;1.03;
390429.00;-0.01;0.05;1.02;
390478.00;-0.02;0.05;1.02;
390529.00;-0.01;0.06;1.03;
390579.00;-0.02;0.06;1.03;
390629.00;-0.03;0.05;1.01;
390678.00;-0.01;0.05;1.03;
390729.00;-0.01;0.04;1.02;
390779.00;-0.02;0.06;1.01;
390829.00;-0.02;0.05;1.04;
390878.00;-0.02;0.04;1.02;
390929.00;-0.02;0.05;1.02;
390978.00;-0.02;0.06;1.02;
391029.00;-0.02;0.06;1.03;
391079.00;-0.01;0.05;1.03;
391145.00;-0.01;0.04;1.03;
391196.00;-0.03;0.05;1.02;
391245.00;-0.02;0.05;1.02;
391296.00;-0.02;0.06;1.03;
391345.00;-0.02;0.06;1.02;
391395.00;-0.02;0.04;1.03;
391444.00;-0.03;0.05;1.01;
391495.00;-0.00;0.05;1.01;
391544.00;-0.02;0.04;1.04;
391595.00;-0.03;0.06;1.03;
391644.00;-0.01;0.04;1.01;
391695.00;-0.02;0.04;1.02;
391744.00;-0.01;0.06;1.04;
391795.00;-0.02;0.06;1.02;
391845.00;-0.03;0.07;1.02;
391895.00;-0.02;0.04;1.02;
391961.00;-0.03;0.04;1.02;
392011.00;-0.01;0.04;1.02;
392060.00;-0.03;0.05;1.03;
392109.00;-0.02;0.06;1.02;
392161.00;-0.02;0.04;1.04;
392211.00;-0.02;0.05;1.02;
392262.00;-0.01;0.05;1.03;
392310.00;-0.02;0.05;1.02;
392361.00;-0.03;0.05;1.01;
392410.00;-0.02;0.04;1.03;
392461.00;-0.02;0.05;1.02;
392510.00;-0.01;0.04;1.01;
392560.00;-0.03;0.05;1.04;
392609.00;-0.02;0.06;1.02;
392662.00;0.00;0.05;1.03;
392727.00;-0.01;0.05;1.02;
392777.00;0.00;0.04;1.02;
392828.00;-0.03;0.05;1.02;
392876.00;-0.02;0.04;1.02;
392927.00;-0.01;0.05;1.02;
392977.00;-0.03;0.05;1.02;
393027.00;-0.03;0.06;1.03;
393075.00;-0.01;0.05;1.02;
393126.00;-0.02;0.05;1.03;
393175.00;-0.04;0.05;1.02;
393228.00;-0.04;0.06;1.02;
393276.00;-0.02;0.05;1.02;
393326.00;-0.03;0.05;1.03;
393376.00;-0.01;0.05;1.02;
393427.00;-0.02;0.06;1.02;
393477.00;-0.01;0.05;1.02;
393527.00;-0.02;0.05;1.03;
393594.00;-0.02;0.05;1.03;
393642.00;-0.03;0.06;1.02;
393694.00;-0.02;0.03;1.02;
393743.00;-0.04;0.06;1.01;
393795.00;-0.01;0.04;1.02;
393842.00;0.00;0.04;1.02;
393895.00;-0.01;0.03;1.02;
393944.00;-0.02;0.05;1.01;
393994.00;-0.02;0.06;1.02;
394042.00;-0.01;0.04;1.04;
394094.00;-0.02;0.06;1.03;
394142.00;-0.03;0.05;1.02;
394193.00;-0.02;0.05;1.02;
394241.00;-0.01;0.05;1.02;
394292.00;-0.02;0.05;1.02;
394343.00;-0.02;0.04;1.02;
394393.00;-0.01;0.05;1.02;
394458.00;-0.02;0.06;1.02;
394509.00;-0.01;0.05;1.03;
394558.00;-0.03;0.05;1.01;
394608.00;-0.03;0.05;1.03;
394659.00;-0.01;0.04;1.02;
394708.00;-0.01;0.05;1.01;
394758.00;-0.03;0.04;1.02;
394808.00;-0.02;0.04;1.01;
394859.00;-0.02;0.05;1.03;
394909.00;-0.02;0.05;1.03;
394958.00;-0.02;0.06;1.03;
395008.00;0.00;0.03;1.04;
395059.00;-0.02;0.05;1.01;
395112.00;-0.02;0.05;1.02;
395160.00;-0.02;0.04;1.03;
395225.00;-0.03;0.06;1.01;
395259.00;-0.02;0.05;1.02;
395325.00;-0.02;0.05;1.03;
395374.00;-0.02;0.05;1.01;
395425.00;-0.02;0.06;1.01;
395475.00;-0.04;0.05;1.03;
395525.00;-0.02;0.05;1.03;
395573.00;-0.01;0.05;1.02;
395624.00;-0.02;0.06;1.02;
395674.00;-0.01;0.05;1.01;
395724.00;-0.02;0.05;1.02;
395773.00;-0.02;0.05;1.02;
395825.00;-0.02;0.06;1.02;
395875.00;-0.01;0.05;1.03;
395925.00;-0.03;0.05;1.03;
395975.00;-0.02;0.04;1.01;
396024.00;-0.02;0.05;1.02;
396075.00;-0.03;0.05;1.03;
396140.00;-0.01;0.06;1.03;
396190.00;-0.01;0.04;1.04;
396240.00;-0.02;0.06;1.03;
396293.00;-0.02;0.05;1.02;
396340.00;-0.02;0.05;1.03;
396390.00;-0.01;0.05;1.02;
396437.00;-0.01;0.05;1.04;
396491.00;-0.02;0.05;1.02;
396540.00;-0.02;0.05;1.02;
396591.00;-0.01;0.06;1.03;
396640.00;-0.02;0.05;1.02;
396692.00;-0.03;0.04;1.03;
396740.00;-0.01;0.06;1.02;
396790.00;-0.00;0.05;1.01;
396840.00;-0.02;0.06;1.03;
396893.00;-0.02;0.05;1.01;
396956.00;-0.01;0.05;1.02;
397006.00;-0.02;0.04;1.02;
397058.00;-0.02;0.05;1.03;
397106.00;-0.02;0.05;1.02;
397156.00;-0.04;0.05;1.03;
397208.00;-0.02;0.05;1.02;
397257.00;-0.00;0.05;1.02;
397306.00;-0.01;0.05;1.02;
397356.00;-0.01;0.05;1.02;
397406.00;-0.03;0.06;1.03;
397456.00;-0.00;0.05;1.02;
397506.00;-0.01;0.06;1.01;
397556.00;-0.02;0.05;1.02;
397606.00;-0.01;0.05;1.02;
397656.00;-0.02;0.04;1.03;
397706.00;-0.02;0.04;1.02;
397772.00;-0.01;0.04;1.02;
397822.00;-0.03;0.06;1.03;
397872.00;-0.02;0.05;1.02;
397922.00;-0.02;0.04;1.02;
397972.00;-0.02;0.05;1.03;
398025.00;-0.02;0.04;1.02;
398073.00;-0.01;0.04;1.01;
398123.00;-0.01;0.04;1.02;
398171.00;-0.03;0.05;1.03;
398223.00;-0.01;0.05;1.02;
398272.00;-0.02;0.06;1.03;
398322.00;-0.03;0.05;1.02;
398371.00;-0.01;0.04;1.03;
398422.00;-0.01;0.04;1.02;
398471.00;-0.02;0.05;1.01;
398522.00;-0.02;0.05;1.02;
398588.00;-0.02;0.04;1.03;
398637.00;-0.02;0.04;1.02;
398688.00;-0.01;0.05;1.02;
398737.00;-0.02;0.05;1.03;
398789.00;-0.02;0.04;1.03;
398837.00;-0.03;0.05;1.02;
398888.00;-0.02;0.05;1.03;
398937.00;-0.03;0.05;1.02;
398988.00;-0.01;0.05;1.02;
399037.00;-0.01;0.05;1.02;
399089.00;-0.03;0.05;1.03;
399138.00;-0.01;0.06;1.02;
399187.00;-0.02;0.05;1.02;
399237.00;-0.03;0.05;1.01;
399287.00;-0.01;0.06;1.02;
399338.00;-0.02;0.06;1.02;
399405.00;-0.03;0.06;1.03;
399455.00;-0.02;0.04;1.02;
399504.00;-0.01;0.05;1.02;
399555.00;-0.03;0.05;1.02;
399604.00;-0.02;0.05;1.03;
399654.00;-0.03;0.06;1.02;
399704.00;-0.02;0.05;1.02;
399755.00;-0.02;0.04;1.03;
399804.00;-0.02;0.05;1.03;
399854.00;-0.01;0.04;1.04;
399903.00;-0.02;0.05;1.02;
399954.00;-0.03;0.04;1.02;
400003.00;-0.03;0.04;1.02;
400055.00;-0.02;0.05;1.02;
400103.00;-0.01;0.04;1.03;
400171.00;-0.02;0.05;1.02;
400221.00;-0.03;0.05;1.02;
400269.00;-0.02;0.05;1.02;
400321.00;-0.02;0.06;1.02;
400369.00;-0.02;0.06;1.03;
400420.00;-0.02;0.06;1.03;
400469.00;-0.01;0.03;1.03;
400520.00;-0.02;0.04;1.02;
400571.00;-0.02;0.05;1.04;
400621.00;-0.02;0.04;1.02;
400669.00;-0.02;0.05;1.03;
